IMG_corr_gen_c,128110,119581,"1,071324",992346,6868,-loop-rotate, -scalarrepl, -loop-reduce, -strip-dead-prototypes, -loop-unswitch, -gvn, -indvars, -instcombine,119581,-loop-rotate, -scalarrepl, -tailcallelim, -loop-reduce, -strip-dead-prototypes, -loop-unswitch, -gvn, -tailcallelim, -indvars, -instcombine, -inline,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_dilate_bin_c,5436,5436,1,368634,5529,-scalarrepl-ssa, -loop-rotate, -simplifycfg, -instcombine,5436,-scalarrepl-ssa, -loop-rotate, -simplifycfg, -instcombine,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_dilate_bin_c,5436,5435,"1,000184",489892,6744,-loop-instsimplify, -gvn, -simplifycfg, -instcombine, -loop-rotate, -basicaa,5435,-loop-instsimplify, -gvn, -simplifycfg, -simplifycfg, -instcombine, -loop-rotate, -basicaa,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_dilate_bin_c,5436,5436,1,361342,5528,-scalarrepl-ssa, -simplifycfg, -loop-rotate, -instcombine,5436,-scalarrepl-ssa, -simplifycfg, -loop-rotate, -instcombine,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_erode_bin_c,4186,4186,1,343173,5191,-scalarrepl-ssa, -instsimplify, -simplifycfg, -loop-rotate,4186,-scalarrepl-ssa, -instsimplify, -simplifycfg, -loop-rotate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_erode_bin_c,4186,4186,1,280471,4437,-scalarrepl-ssa, -instsimplify, -simplifycfg, -loop-rotate,4186,-scalarrepl-ssa, -instsimplify, -simplifycfg, -loop-rotate,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_erode_bin_c,4186,4186,1,325668,4987,-scalarrepl, -loop-rotate, -instsimplify, -simplifycfg,4186,-scalarrepl, -loop-rotate, -instsimplify, -simplifycfg,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_fdct_8x8_c,20141,16691,"1,206698",1621652,6893,-instcombine, -scalarrepl-ssa, -instcombine, -loop-reduce, -loop-rotate, -indvars, -loop-reduce, -instcombine, -correlated-propagation, -loop-reduce, -ipsccp, -loop-reduce,16691,-simplifycfg, -instcombine, -lowerswitch, -dce, -licm, -correlated-propagation, -scalarrepl-ssa, -die, -loop-unroll, -correlated-propagation, -mergereturn, -indvars, -lowerswitch, -loop-idiom, -constprop, -loop-instsimplify, -instcombine, -scalarrepl, -targetlibinfo, -targetlibinfo, -loop-deletion, -constprop, -lower-expect, -loop-reduce, -prune-eh, -indvars, -functionattrs, -tbaa, -loop-idiom, -instcombine, -correlated-propagation, -globalopt, -loop-rotate, -constprop, -die, -licm, -correlated-propagation, -scalarrepl-ssa, -die, -loop-unroll, -correlated-propagation, -mergereturn, -indvars, -lowerswitch, -loop-idiom, -constprop, -loop-instsimplify, -instcombine, -scalarrepl, -targetlibinfo, -targetlibinfo, -loop-deletion, -constprop, -lower-expect, -loop-reduce, -prune-eh, -indvars, -functionattrs, -tbaa, -loop-idiom, -instcombine, -correlated-propagation, -globalopt, -mergefunc, -sink, -loweratomic, -loweratomic, -loop-unswitch, -instcombine, -loops, -loop-instsimplify, -always-inline, -dse, -targetlibinfo, -tbaa, -indvars, -die, -licm, -correlated-propagation, -scalarrepl-ssa, -die, -loop-unroll, -correlated-propagation, -mergereturn, -indvars, -lowerswitch, -loop-idiom, -constprop, -loop-instsimplify, -instcombine, -scalarrepl, -instcombine, -constprop, -lower-expect, -loop-reduce, -prune-eh, -ipsccp, -loop-reduce, -mergefunc, -objc-arc-aa,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_fdct_8x8_c,20141,17223,"1,169425",754024,6791,-loop-rotate, -early-cse, -instcombine, -scalarrepl, -instcombine, -reassociate, -indvars, -gvn,17223,-loop-rotate, -early-cse, -instcombine, -scalarrepl, -correlated-propagation, -instcombine, -reassociate, -dse, -lower-expect, -indvars, -gvn, -mergereturn, -basiccg,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_fdct_8x8_c,20141,16867,"1,194107",759186,6837,-instcombine, -jump-threading, -scalarrepl-ssa, -loop-rotate, -indvars, -gvn, -instcombine, -gvn, -loop-reduce,16867,-no-aa, -instcombine, -lowerinvoke, -jump-threading, -lazy-value-info, -loweratomic, -memcpyopt, -scalarrepl-ssa, -loop-rotate, -indvars, -gvn, -instcombine, -loop-reduce, -basiccg, -gvn, -deadargelim, -loop-reduce,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_idct_8x8_12q4_c,24268,22492,"1,078961",761603,6814,-instcombine, -loop-rotate, -scalarrepl, -instcombine, -gvn, -reassociate, -simplifycfg, -indvars, -loop-reduce, -loop-unswitch, -loop-reduce, -slsr, -correlated-propagation, -reassociate,22492,-instcombine, -loop-rotate, -sink, -scalarrepl, -instcombine, -gvn, -loops, -reassociate, -simplifycfg, -indvars, -targetlibinfo, -loop-reduce, -loop-unswitch, -loop-reduce, -constprop, -correlated-propagation, -slsr, -correlated-propagation, -reassociate, -mergefunc,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_idct_8x8_12q4_c,24268,21872,"1,109546",700292,6271,-early-cse, -scalarrepl-ssa, -indvars, -loop-reduce, -loop-rotate, -instcombine, -loop-reduce,21872,-early-cse, -scalarrepl-ssa, -indvars, -loop-reduce, -loop-rotate, -instcombine, -loop-reduce,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_idct_8x8_12q4_c,24268,21842,"1,11107",925615,6927,-early-cse, -reassociate, -scalarrepl-ssa, -loop-reduce, -loop-rotate, -instcombine, -indvars, -reassociate, -gvn, -loop-reduce,21842,-ipconstprop, -domfrontier, -early-cse, -codegenprepare, -lowerinvoke, -reassociate, -loop-instsimplify, -memcpyopt, -scalarrepl-ssa, -loop-reduce, -argpromotion, -loops, -loop-rotate, -lower-expect, -scalarrepl-ssa, -instcombine, -die, -loop-reduce, -instsimplify, -dce, -instcombine, -targetlibinfo, -indvars, -dce, -reassociate, -loop-unswitch, -targetlibinfo, -instcombine, -gvn, -prune-eh, -loop-reduce, -lowerswitch, -lower-expect, -die, -inline,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_mad_8x8_c,10132,9852,"1,028421",633534,6902,-loop-rotate, -jump-threading, -licm, -instcombine, -reassociate, -basicaa, -loop-unswitch, -ipsccp, -indvars, -loop-reduce, -loop-unroll, -scalarrepl-ssa,9852,-lower-expect, -loop-rotate, -scalar-evolution, -jump-threading, -domtree, -no-aa, -licm, -dce, -instcombine, -loop-deletion, -reassociate, -basicaa, -loop-rotate, -loops, -loop-unswitch, -inline, -ipsccp, -dce, -indvars, -dse, -loop-reduce, -loop-unroll, -scalarrepl-ssa, -loweratomic, -constprop, -loop-simplify,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_mad_8x8_c,10132,9857,"1,027899",589085,6625,-instcombine, -scalarrepl-ssa, -loop-rotate, -indvars, -loop-reduce, -reassociate, -loop-unswitch, -loop-unroll,9857,-instcombine, -scalarrepl-ssa, -loop-rotate, -indvars, -loop-reduce, -lazy-value-info, -reassociate, -loop-unswitch, -loop-unroll, -globalopt,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_mad_8x8_c,10132,9855,"1,028108",625496,6842,-gvn, -instcombine, -codegenprepare, -reassociate, -basicaa, -prune-eh, -loop-unswitch, -loop-rotate, -licm, -indvars, -loop-unroll,9855,-constprop, -gvn, -instcombine, -lowerinvoke, -codegenprepare, -ipconstprop, -reassociate, -argpromotion, -basicaa, -prune-eh, -loop-unswitch, -loop-rotate, -tbaa, -licm, -constmerge, -indvars, -loop-unroll, -scalarrepl-ssa,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_median_3x3_c,35291,30278,"1,165566",303945,3536,-loop-rotate, -scalarrepl,30278,-loop-rotate, -scalarrepl,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_median_3x3_c,35291,30278,"1,165566",335977,3905,-loop-rotate, -scalarrepl,30278,-loop-rotate, -scalarrepl,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_median_3x3_c,35291,30278,"1,165566",361471,3881,-loop-rotate, -scalarrepl,30278,-loop-rotate, -scalarrepl,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_perimeter_c,40037,28288,"1,415335",552003,5566,-scalarrepl, -loop-reduce, -loop-rotate,28288,-scalarrepl, -loop-reduce, -loop-rotate,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_perimeter_c,40037,26480,"1,511971",435006,4825,-early-cse, -loop-rotate, -basicaa, -licm, -early-cse,26480,-early-cse, -loop-rotate, -basicaa, -licm, -early-cse,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_perimeter_c,40037,29002,"1,380491",552001,6004,-scalarrepl, -instcombine, -sink, -loop-rotate, -simplifycfg,29002,-scalarrepl, -instcombine, -sink, -loop-rotate, -simplifycfg,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_pix_expand_c,12323,11306,"1,089952",272735,3302,-loop-rotate, -sroa,11306,-loop-rotate, -sroa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_pix_expand_c,12323,11306,"1,089952",345153,3911,-loop-rotate, -scalarrepl,11306,-loop-rotate, -scalarrepl,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_pix_expand_c,12323,11306,"1,089952",286928,3389,-loop-rotate, -sroa,11306,-loop-rotate, -sroa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_pix_sat_c,22589,21567,"1,047387",311059,3529,-loop-rotate, -scalarrepl-ssa,21567,-loop-rotate, -scalarrepl-ssa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_pix_sat_c,22589,21047,"1,073265",638544,6509,-scalarrepl-ssa, -loop-rotate, -indvars, -loop-reduce, -instcombine,21047,-scalarrepl-ssa, -loop-rotate, -indvars, -loop-reduce, -instcombine, -loweratomic,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_pix_sat_c,22589,21567,"1,047387",296528,3345,-loop-rotate, -sroa,21567,-loop-rotate, -sroa,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_quantize_c,2008,2008,1,415671,5737,-loop-rotate, -scalarrepl-ssa, -indvars, -instcombine, -early-cse,2008,-loop-rotate, -scalarrepl-ssa, -indvars, -instcombine, -early-cse,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_quantize_c,2008,2008,1,467390,5867,-scalarrepl, -loop-rotate, -instcombine, -indvars, -early-cse,2008,-scalarrepl, -loop-rotate, -instcombine, -indvars, -early-cse,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_quantize_c,2008,2008,1,474205,6198,-loop-rotate, -scalarrepl, -instcombine, -indvars, -gvn,2008,-loop-rotate, -scalarrepl, -instcombine, -indvars, -gvn,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_sad_16x16_c,4643,3041,"1,5268",603426,6853,-scalarrepl, -reassociate, -loop-rotate, -indvars, -loop-reduce, -loop-unroll, -instcombine, -loop-reduce,3041,-scalarrepl, -reassociate, -globalopt, -loop-rotate, -loop-unroll, -no-aa, -indvars, -gvn, -loop-reduce, -memdep, -loop-unroll, -instcombine, -die, -loop-reduce, -loweratomic,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_sad_16x16_c,4643,3041,"1,5268",556461,6733,-loop-rotate, -scalarrepl, -loop-reduce, -reassociate, -loop-unroll, -instcombine,3041,-loop-rotate, -scalarrepl, -indvars, -loop-reduce, -loop-unswitch, -functionattrs, -reassociate, -loop-unroll, -instcombine, -dse,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_sad_16x16_c,4643,3041,"1,5268",592112,6867,-loop-rotate, -scalarrepl, -reassociate, -loop-reduce, -loop-unroll, -instcombine,3041,-loop-rotate, -inline, -loop-simplify, -scalarrepl, -reassociate, -loop-reduce, -loop-unroll, -instcombine, -tbaa, -die,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_sad_8x8_c,878,878,1,458893,6132,-scalarrepl-ssa, -reassociate, -loop-rotate, -loop-unroll, -instcombine,878,-scalarrepl-ssa, -reassociate, -loop-rotate, -loop-unroll, -instcombine,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_sad_8x8_c,878,878,1,411597,5827,-instcombine, -reassociate, -scalarrepl, -loop-rotate, -loop-unroll,878,-instcombine, -reassociate, -scalarrepl, -loop-rotate, -loop-unroll,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_sad_8x8_c,878,885,"0,99209",423236,5923,-scalarrepl-ssa, -loop-rotate, -instcombine, -loop-reduce, -loop-unroll,885,-scalarrepl-ssa, -loop-rotate, -instcombine, -loop-reduce, -loop-unroll,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IMG_sobel_c,14187,12910,"1,098916",568668,6690,-reassociate, -reassociate, -scalarrepl-ssa, -instcombine, -simplifycfg, -loop-rotate, -indvars,12910,-reassociate, -reassociate, -scalarrepl-ssa, -instcombine, -simplifycfg, -loop-rotate, -indvars,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
